,Unnamed: 0,title,performer,first_week,total_weeks,peak_pos,genre
1396,10138,Heart Like A Truck,Lainey Wilson,2022-11-26,23,29,Country
1397,9239,"Going, Going, Gone",Luke Combs,2022-11-26,22,23,Country
1398,4574,Circo Loco,Drake & 21 Savage,2022-11-19,13,8,Rap/Hip Hop
1399,17926,More M’s,Drake & 21 Savage,2022-11-19,3,18,Rap/Hip Hop
1400,19504,On BS,Drake & 21 Savage,2022-11-19,8,4,Rap/Hip Hop
1401,11037,Hours In Silence,Drake & 21 Savage,2022-11-19,4,11,Rap/Hip Hop
1402,402,3AM On Glenwood,21 Savage,2022-11-19,2,27,Rap/Hip Hop
1403,21034,Pussy & Millions,Drake & 21 Savage Featuring Travis Scott,2022-11-19,7,6,Pop
1404,24244,Spin Bout U,Drake & 21 Savage,2022-11-19,29,5,Rap/Hip Hop
1405,14411,Jumbotron Shit Poppin,Drake,2022-11-19,4,16,Rap/Hip Hop
1406,5908,Die For You,Joji,2022-11-19,3,53,R&B
1407,18389,My Mind & Me,Selena Gomez,2022-11-19,1,83,Pop
1408,21568,Rich Flex,Drake & 21 Savage,2022-11-19,28,2,Rap/Hip Hop
1409,3638,Broke Boys,Drake & 21 Savage,2022-11-19,4,12,Rap/Hip Hop
1410,28128,Treacherous Twins,Drake & 21 Savage,2022-11-19,3,14,Rap/Hip Hop
1411,11847,I Guess It's Fuck Me,Drake,2022-11-19,2,19,Rap/Hip Hop
1412,2281,BackOutsideBoyz,Drake,2022-11-19,4,9,Rap/Hip Hop
1413,20906,Privileged Rappers,Drake & 21 Savage,2022-11-19,4,7,Rap/Hip Hop
1414,17575,Middle Of The Ocean,Drake,2022-11-19,3,15,Rap/Hip Hop
1415,17055,Major Distribution,Drake & 21 Savage,2022-11-19,7,3,Rap/Hip Hop
1416,23074,Shirt,SZA,2022-11-12,23,11,Pop
1417,387,300 Blackout,Kodak Black,2022-11-12,1,96,Rap/Hip Hop
1418,15689,Lift Me Up,Rihanna,2022-11-12,20,2,Pop
1419,1037,Ain't Safe,Trippie Redd & Don Toliver,2022-11-12,1,92,Rap/Hip Hop
1420,13534,In My Head,Juice WRLD,2022-11-12,2,23,Dance
1421,26012,The Astronaut,JIN,2022-11-12,1,51,Asian Music
1422,2730,Bejeweled,Taylor Swift,2022-11-05,9,6,Pop
1423,2965,Bigger Than The Whole Sky,Taylor Swift,2022-11-05,4,21,Pop
1424,15188,Lavender Haze,Taylor Swift,2022-11-05,29,2,Pop
1425,5683,Dear Reader,Taylor Swift,2022-11-05,2,45,Pop
1426,28801,Vigilante Shit,Taylor Swift,2022-11-05,6,10,Pop
1427,25204,Sweet Nothing,Taylor Swift,2022-11-05,5,15,Electro
1428,21098,Question...?,Taylor Swift,2022-11-05,5,7,Pop
1429,23648,Snow On The Beach,Taylor Swift Featuring Lana Del Rey,2022-11-05,8,4,Pop
1430,15037,Labyrinth,Taylor Swift,2022-11-05,5,14,Pop
1431,1727,Anti-Hero,Taylor Swift,2022-11-05,53,1,Pop
1432,10608,High Infidelity,Taylor Swift,2022-11-05,3,33,Pop
1433,20207,Paris,Taylor Swift,2022-11-05,3,32,Alternative
1434,26367,The Great War,Taylor Swift,2022-11-05,4,26,Pop
1435,14661,Karma,Taylor Swift,2022-11-05,11,9,Alternative
1436,17855,Monotonia,Shakira + Ozuna,2022-11-05,3,65,Rap/Hip Hop
1437,17281,Maroon,Taylor Swift,2022-11-05,7,3,Pop
1438,17601,Midnight Rain,Taylor Swift,2022-11-05,8,5,Pop
1439,17009,Made You Look,Meghan Trainor,2022-11-05,21,11,Pop
1440,17333,Mastermind,Taylor Swift,2022-11-05,5,13,Pop
1441,30771,"Would've, Could've, Should've",Taylor Swift,2022-11-05,4,20,Pop
1442,17717,Miss You,Oliver Tree & Robin Schulz,2022-11-05,9,84,Rock
1443,9092,Glitch,Taylor Swift,2022-11-05,2,41,Pop
1444,31497,"You're On Your Own, Kid",Taylor Swift,2022-11-05,6,8,Pop
1445,24638,Stop Playin,Lil Baby Featuring Jeremih,2022-10-29,1,81,Rap/Hip Hop
1446,7403,Everything,Lil Baby,2022-10-29,1,52,Alternative
1447,27996,Top Priority,Lil Baby,2022-10-29,1,64,Rap/Hip Hop
1448,20383,Perfect Timing,Lil Baby,2022-10-29,2,32,Rap/Hip Hop
1449,18680,Never Hating,Lil Baby & Young Thug,2022-10-29,3,19,Rap/Hip Hop
1450,23041,Shiest Talk,Lil Baby Featuring Pooh Shiesty,2022-10-29,1,58,Rap/Hip Hop
1451,19166,Not Finished,Lil Baby,2022-10-29,2,26,Rap/Hip Hop
1452,8476,From Now On,Lil Baby Featuring Future,2022-10-29,2,42,Films/Games
1453,14613,Just Wanna Rock,Lil Uzi Vert,2022-10-29,32,10,Rap/Hip Hop
1454,22153,Russian Roulette,Lil Baby,2022-10-29,1,70,Pop
1455,3827,Bye Bye,Marshmello & Juice WRLD,2022-10-29,1,53,Dance
1456,5506,Danger,Lil Baby,2022-10-29,1,69,Pop
1457,2208,Back And Forth,Lil Baby & EST Gee,2022-10-29,1,68,Rap/Hip Hop
1458,18931,No Fly Zone,Lil Baby,2022-10-29,1,80,Rap/Hip Hop
1459,5005,Cost To Be Alive,Lil Baby & Rylo Rodriguez,2022-10-29,1,57,Rap/Hip Hop
1460,7535,FR,Lil Baby,2022-10-29,1,76,Pop
1461,3877,California Breeze,Lil Baby,2022-10-29,14,4,Rap/Hip Hop
1462,6666,Double Down,Lil Baby,2022-10-29,1,54,Rap/Hip Hop
1463,7032,Edging,Blink-182,2022-10-29,1,61,Rock
1464,29155,Waterfall Flow,Lil Baby,2022-10-29,1,45,Rap/Hip Hop
1465,21312,Real Spill,Lil Baby,2022-10-29,3,10,Rap/Hip Hop
1466,20703,Pop Out,Lil Baby & Nardo Wick,2022-10-29,2,15,Rap/Hip Hop
1467,8250,Forever,Lil Baby Featuring Fridayy,2022-10-29,20,8,Rap/Hip Hop
1468,24333,Stand On It,Lil Baby,2022-10-29,3,22,Rap/Hip Hop
1469,20662,Poland,Lil Yachty,2022-10-22,3,40,Rap/Hip Hop
1470,10569,Heyy,Lil Baby,2022-10-22,12,21,Rap/Hip Hop
1471,27795,To The Bone,"Quavo, Takeoff & YoungBoy Never Broke Again",2022-10-22,1,83,Rap/Hip Hop
1472,16081,Lokera,"Rauw Alejandro, Lyanno & Brray",2022-10-22,1,99,Rap/Hip Hop
1473,28940,Walk,Kodak Black,2022-10-22,1,100,Alternative
1474,9548,Gotta Move On,Diddy & Bryson Tiller,2022-10-15,7,79,R&B
1475,25764,Tennessee Orange,Megan Moroney,2022-10-15,28,30,Country
1476,28066,Toxic,YG,2022-10-15,2,81,Rock
1477,8293,Forget Me,Lewis Capaldi,2022-10-15,14,58,Alternative
1478,29548,What He Didn't Do,Carly Pearce,2022-10-15,17,37,Country
1479,30751,World's Smallest Violin,AJR,2022-10-08,3,91,Alternative
1480,19050,No Se Va,Grupo Frontera,2022-10-08,20,57,Traditional Mexicano
1481,3163,Blow,Moneybagg Yo,2022-10-08,1,96,Pop
1482,19454,Oklahoma Smoke Show,Zach Bryan,2022-10-08,9,80,Country
1483,19979,Out In The Middle,Zac Brown Band,2022-10-08,6,86,Country
1484,24357,Star Walkin' (League Of Legends Worlds Anthem),Lil Nas X,2022-10-08,18,32,Pop
1485,6701,Down Home,Jimmie Allen,2022-10-08,9,61,Country
1486,27851,Tomorrow 2,GloRilla & Cardi B,2022-10-08,22,9,Rap/Hip Hop
1487,28582,Unholy,Sam Smith & Kim Petras,2022-10-08,35,1,Pop
1488,7252,Evergreen,Omar Apollo,2022-10-01,7,51,Folk
1489,2290,Backstage Passes,EST Gee Featuring Jack Harlow,2022-10-01,1,98,Rap/Hip Hop
1490,16478,Love In The Way,BLEU & Nicki Minaj,2022-10-01,1,93,R&B
1491,5552,Dark Red,Steve Lacy,2022-10-01,5,78,R&B
1492,10301,Hell Yeah,Little Big Town,2022-10-01,1,91,Rock
1493,23191,Shut Down,BLACKPINK,2022-10-01,3,25,Pop
1494,28545,Under The Influence,Chris Brown,2022-09-24,41,12,R&B
1495,21005,Purge Me,YoungBoy Never Broke Again,2022-09-24,1,95,Rap/Hip Hop
1496,8018,Flawless,Yeat Featuring Lil Uzi Vert,2022-09-24,1,77,Rap/Hip Hop
1497,25794,Thank God,Kane Brown With Katelyn Brown,2022-09-24,42,13,Country
1498,17312,Mary On A Cross,Ghost,2022-09-24,2,90,Metal
1499,8414,Freestyle,Lil Baby,2022-09-24,25,59,Rap/Hip Hop
1500,3736,"Burn, Burn, Burn",Zach Bryan,2022-09-24,3,93,Country
1501,21048,Put It On Me,YoungBoy Never Broke Again,2022-09-24,5,63,R&B
1502,2973,Billie Eilish.,Armani White,2022-09-17,14,58,Alternative
1503,3955,Calm Down,Rema & Selena Gomez,2022-09-17,57,3,Unknown Genre
1504,25481,Talk,Yeat,2022-09-17,5,42,Alternative
1505,5810,Detox,Lil Baby,2022-09-17,4,25,Rap/Hip Hop
1506,21915,Romantic Homicide,d4vd,2022-09-17,20,33,Alternative
1507,23300,Sin Fin,Romeo Santos & Justin Timberlake,2022-09-17,1,100,Pop
1508,24417,Static,Steve Lacy,2022-09-17,7,78,R&B
1509,28705,Use This Gospel (Remix),DJ Khaled Featuring Kanye West & Eminem,2022-09-10,1,49,Rap/Hip Hop
1510,13808,It Ain't Safe,DJ Khaled Featuring Nardo Wick & Kodak Black,2022-09-10,1,77,Rap/Hip Hop
1511,2946,Big Time,DJ Khaled Featuring Future & Lil Baby,2022-09-10,1,31,Rock
1512,20229,Party,DJ Khaled Featuring Quavo & Takeoff,2022-09-10,1,66,R&B
1513,10721,Hold Me Closer,Elton John & Britney Spears,2022-09-10,20,6,Pop
1514,14675,Keep Going,"DJ Khaled Featuring Lil Durk, 21 Savage & Roddy Ricch",2022-09-10,1,57,R&B
1515,14396,Juice WRLD Did,DJ Khaled Featuring Juice WRLD,2022-09-10,1,55,Rap/Hip Hop
1516,15564,Let's Pray,DJ Khaled Featuring Don Toliver & Travis Scott,2022-09-10,1,86,Rap/Hip Hop
1517,28894,Wait In The Truck,HARDY Featuring Lainey Wilson,2022-09-10,34,23,Country
1518,9178,God Did,"DJ Khaled Featuring Rick Ross, Lil Wayne, JAY-Z, John Legend & Fridayy",2022-09-10,3,17,Rap/Hip Hop
1519,2592,Beautiful,DJ Khaled Featuring Future & SZA,2022-09-10,2,29,Dance
1520,9256,Golden Hour,JVKE,2022-09-10,33,10,Pop
1521,12920,I'm Good (Blue),David Guetta & Bebe Rexha,2022-09-10,48,4,Dance
1522,8642,Gatubela,Karol G x Maldy,2022-09-10,11,37,Rap/Hip Hop
1523,2579,Beat The Odds,Lil Tjay,2022-09-10,4,36,Rap/Hip Hop
1524,19051,No Secret,DJ Khaled Featuring Drake,2022-09-10,1,78,Rap/Hip Hop
1525,24097,Soul,Lee Brice,2022-09-03,6,83,Rap/Hip Hop
1526,9737,Half Of Me,Thomas Rhett Featuring Riley Green,2022-09-03,20,52,Country
1527,6287,Don't Come Lookin',Jackson Dean,2022-09-03,15,50,Country
1528,30038,Where It Ends,Bailey Zimmerman,2022-09-03,27,32,Country
1529,20505,Pink Venom,BLACKPINK,2022-09-03,6,22,Asian Music
1530,371,29,Demi Lovato,2022-09-03,1,96,Pop
1531,452,54321,Offset,2022-09-03,1,88,Rap/Hip Hop
1532,14979,La Bachata,Manuel Turizo,2022-09-03,21,67,Rap/Hip Hop
1533,23622,Snap,Rosa Linn,2022-09-03,15,67,Dance
1534,20468,Pieces,Rod Wave,2022-08-27,1,86,Alternative
1535,24616,Stone Rolling,Rod Wave,2022-08-27,1,66,Rock
1536,1395,Alone,Rod Wave,2022-08-27,5,21,Rock
1537,25024,Super Freaky Girl,Nicki Minaj,2022-08-27,25,1,Rap/Hip Hop
1538,10377,Her,Megan Thee Stallion,2022-08-27,1,62,R&B
1539,31714,Yungen,Rod Wave Featuring Jack Harlow,2022-08-27,2,35,Rap/Hip Hop
1540,11961,I Know It,Rod Wave,2022-08-27,1,74,Pop
1541,29614,What My World Spins Around,Jordan Davis,2022-08-27,28,40,Country
1542,18659,Never Get Over Me,Rod Wave,2022-08-27,1,48,Rap/Hip Hop
1543,27701,Time Kills (Love Birds),Rod Wave,2022-08-27,1,95,Rap/Hip Hop
1544,3694,Budget,Megan Thee Stallion Featuring Latto,2022-08-27,1,87,Rap/Hip Hop
1545,25186,Sweet Little Lies,Rod Wave,2022-08-27,2,51,Pop
1546,7566,Fading,Rod Wave,2022-08-27,1,96,Rap/Hip Hop
1547,21863,Rockstar Heart,Rod Wave,2022-08-27,1,90,Rap/Hip Hop
1548,18918,No Deal,Rod Wave,2022-08-27,1,71,Rap/Hip Hop
1549,8258,Forever,Rod Wave,2022-08-27,1,58,Rap/Hip Hop
1550,28581,Ungrateful,Megan Thee Stallion Featuring Key Glock,2022-08-27,1,82,Rap/Hip Hop
1551,10851,Home Ain't Home,YoungBoy Never Broke Again Featuring Rod Wave,2022-08-20,1,47,Rap/Hip Hop
1552,11954,I Know,YoungBoy Never Broke Again,2022-08-20,1,46,Rap/Hip Hop
1553,16356,Lost Soul Survivor,YoungBoy Never Broke Again,2022-08-20,1,75,Rap/Hip Hop
1554,10777,Hold Your Own,YoungBoy Never Broke Again,2022-08-20,1,83,Rap/Hip Hop
1555,7526,F.N.F. (Let's Go),Hitkidd & GloRilla,2022-08-20,20,42,Rap/Hip Hop
1556,8379,Free Dem 5's,YoungBoy Never Broke Again,2022-08-20,1,68,Rap/Hip Hop
1557,2884,Big 14,"Trippie Redd, Moneybagg Yo & Offset",2022-08-20,1,96,Rap/Hip Hop
1558,24480,Staying Alive,DJ Khaled Featuring Drake & Lil Baby,2022-08-20,14,5,Pop
1559,27997,Top Sound,YoungBoy Never Broke Again,2022-08-20,1,86,Rap/Hip Hop
1560,8498,Fuck Da Industry,YoungBoy Never Broke Again,2022-08-20,1,63,Rap/Hip Hop
1561,469,7 Days,YoungBoy Never Broke Again,2022-08-20,1,100,Pop
1562,18455,My Time,YoungBoy Never Broke Again,2022-08-20,1,90,Asian Music
1563,5796,Despecha,Rosalia,2022-08-20,12,63,Pop
1564,14643,Kamikaze,YoungBoy Never Broke Again,2022-08-20,1,88,Traditional Mexicano
1565,2327,Bad Decisions,"benny blanco, BTS & Snoop Dogg",2022-08-20,5,10,Rap/Hip Hop
1566,28494,Umm Hmm,YoungBoy Never Broke Again,2022-08-20,1,37,Rap/Hip Hop
1567,28788,Victoria’s Secret,Jax,2022-08-13,18,35,Pop
1568,5302,Cuff It,Beyonce,2022-08-13,35,6,Pop
1569,28813,Virgo's Groove,Beyonce,2022-08-13,1,43,Pop
1570,5385,Dah Dah DahDah,Nardo Wick,2022-08-13,11,48,Rap/Hip Hop
1571,21003,Pure/Honey,Beyonce,2022-08-13,1,64,Pop
1572,4537,Church Girl,Beyonce,2022-08-13,3,22,Pop
1573,18019,Move,Beyonce Featuring Grace Jones & Tems,2022-08-13,1,55,Electro
1574,27379,Thique,Beyonce,2022-08-13,1,53,Pop
1575,18721,Never Sleep,"NAV, Travis Scott & Lil Baby",2022-08-13,3,50,Rap/Hip Hop
1576,1514,America Has A Problem,Beyonce,2022-08-13,1,69,Pop
1577,5099,Cozy,Beyonce,2022-08-13,2,30,Pop
1578,24920,Summer Renaissance,Beyonce,2022-08-13,1,47,Pop
1579,1340,All Up In Your Mind,Beyonce,2022-08-13,1,70,Pop
1580,7164,Energy,Beyonce Featuring BEAM,2022-08-13,2,27,Rap/Hip Hop
1581,10232,Heated,Beyonce,2022-08-13,1,51,Pop
1582,20526,Plastic Off The Sofa,Beyonce,2022-08-13,1,41,Pop
1583,1101,Alien Superstar,Beyonce,2022-08-13,5,19,Pop
1584,13072,I'm That Girl,Beyonce,2022-08-13,2,26,Pop
1585,20913,Progress,John Rich,2022-08-06,1,65,Brazilian Music
1586,25979,The 30th,Billie Eilish,2022-08-06,1,79,Alternative
1587,28776,Vette Motors,YoungBoy Never Broke Again,2022-08-06,3,62,Rap/Hip Hop
1588,1820,Are You Entertained,Russ & Ed Sheeran,2022-08-06,1,97,Rap/Hip Hop
1589,25315,TV,Billie Eilish,2022-08-06,1,52,Rap/Hip Hop
1590,30540,With A Woman You Love,Justin Moore,2022-08-06,12,59,Country
1591,20832,Pressurelicious,Megan Thee Stallion Featuring Future,2022-08-06,2,55,Rap/Hip Hop
1592,3835,"Bzrp Music Sessions, Vol. 52",Bizarrap & Quevedo,2022-08-06,10,79,Rap/Hip Hop
1593,16563,Love Lost,Mac Miller,2022-08-06,1,91,Rap/Hip Hop
1594,20441,Pick Me Up,Gabby Barrett,2022-07-30,22,55,Country
1595,28221,Truth About You,Mitchell Tenpenny,2022-07-30,13,54,Country
1596,328,2 Be Loved (Am I Ready),Lizzo,2022-07-30,13,55,Pop
1597,1869,Arson,j-hope,2022-07-30,1,96,Asian Music
1598,8387,Free Mind,Tems,2022-07-30,21,46,R&B
1599,1938,At The End Of A Bar,Chris Young With Mitchell Tenpenny,2022-07-30,6,75,Country
1600,15134,Last Last,Burna Boy,2022-07-23,19,44,Unknown Genre
1601,1220,All Mine,Brent Faiyaz,2022-07-23,20,42,R&B
1602,7538,FYTB,Brent Faiyaz Featuring Joony,2022-07-23,1,97,R&B
1603,8845,Ghetto Gatsby,Brent Faiyaz Featuring Alicia Keys,2022-07-23,1,91,R&B
1604,2860,Betty (Get Money),Yung Gravy,2022-07-23,17,30,Rap/Hip Hop
1605,10112,Heal Your Heart (Interlude),Brent Faiyaz,2022-07-23,1,93,R&B
1606,20867,Price Of Fame,Brent Faiyaz,2022-07-23,1,67,R&B
1607,16283,Loose Change,Brent Faiyaz,2022-07-23,1,52,R&B
1608,21907,Rolling Stone,Brent Faiyaz,2022-07-23,1,84,Rock
1609,24044,Son Of A Sinner,Jelly Roll,2022-07-16,28,31,Rock
1610,11005,Hot Shit,"Cardi B, Ye & Lil Durk",2022-07-16,12,13,Rap/Hip Hop
1611,17332,Master Of Puppets,Metallica,2022-07-16,3,35,Rock
1612,17914,More,j-hope,2022-07-16,1,82,Latin Music
1613,28605,Unstoppable,Sia,2022-07-16,29,28,Pop
1614,21574,Rich Minion,Yeat,2022-07-16,1,99,Rap/Hip Hop
1615,9347,Good Love,City Girls & Usher,2022-07-16,5,70,Rap/Hip Hop
1616,2804,Best Thing Since Backroads,Jake Owen,2022-07-16,4,72,Country
1617,19294,Numb,Marshmello & Khalid,2022-07-16,16,40,Alternative
1618,5063,Country On,Luke Bryan,2022-07-16,17,72,Country
1619,30514,Wishful Drinking,Ingrid Andress With Sam Hunt,2022-07-16,20,47,Country
1620,2338,Bad Habit,Steve Lacy,2022-07-16,35,1,Pop
1621,3720,Burglars & Murderers,Lil Durk Featuring EST Gee,2022-07-09,1,91,Rap/Hip Hop
1622,20957,Psychic,Chris Brown Featuring Jack Harlow,2022-07-09,1,78,R&B
1623,3917,Call Me Everyday,Chris Brown Featuring WizKid,2022-07-09,1,76,R&B
1624,15167,Late To Da Party (F*CK BET),Lil Nas X & Youngboy Never Broke Again,2022-07-09,1,67,Rap/Hip Hop
1625,4193,Carolina,Taylor Swift,2022-07-09,1,60,Films/Games
1626,5881,Did Shit To Me,Lil Durk Featuring Doodie Lo,2022-07-09,1,95,Rap/Hip Hop
1627,20748,Possessive,Chris Brown Featuring Lil Wayne & BLEU,2022-07-09,1,98,Pop
1628,28862,WE (Warm Embrace),Chris Brown,2022-07-09,1,79,R&B
1629,15289,Left And Right,Charlie Puth Featuring Jung Kook,2022-07-09,17,22,Pop
1630,8483,From The D 2 The LBC,Eminem & Snoop Dogg,2022-07-09,1,72,Rap/Hip Hop
1631,888,Addicted,Chris Brown Featuring Lil Baby,2022-07-09,1,92,Alternative
1632,30377,Wild As Her,Corey Kent,2022-07-02,32,40,Country
1633,14293,Jimmy Cooks,Drake Featuring 21 Savage,2022-07-02,25,1,Dance
1634,6700,Down Hill,Drake,2022-07-02,1,62,Dance
1635,5322,Currents,Drake,2022-07-02,1,23,Rock
1636,25788,Texts Go Green,Drake,2022-07-02,2,13,Dance
1637,8028,Flight's Booked,Drake,2022-07-02,1,28,Dance
1638,3950,Calling My Name,Drake,2022-07-02,1,20,Dance
1639,15616,Liability,Drake,2022-07-02,1,47,Alternative
1640,17327,Massive,Drake,2022-07-02,7,14,Dance
1641,26476,The Kind Of Love We Make,Luke Combs,2022-07-02,32,8,Country
1642,28475,U-Digg,"Lil Baby, 42 Dugg & Veeze",2022-07-02,3,52,Rap/Hip Hop
1643,24547,Sticky,Drake,2022-07-02,13,6,Rap/Hip Hop
1644,3509,Break My Soul,Beyonce,2022-07-02,18,1,Pop
1645,7624,Falling Back,Drake,2022-07-02,2,7,Dance
1646,27632,Tie That Binds,Drake,2022-07-02,1,66,Country
1647,605,A Keeper,Drake,2022-07-02,1,21,Dance
1648,20074,Overdrive,Drake,2022-07-02,1,42,Electro
1649,30920,Yet To Come,BTS,2022-06-25,2,13,Asian Music
1650,4221,Cash In Cash Out,"Pharrell Williams Featuring 21 Savage & Tyler, The Creator",2022-06-25,7,26,Rap/Hip Hop
1651,11315,I Ain't Worried,OneRepublic,2022-06-25,30,6,Films/Games
1652,435,5 Foot 9,Tyler Hubbard,2022-06-25,22,22,Country
1653,18786,New Truck,Dylan Scott,2022-06-25,9,61,Country
1654,9091,Glimpse Of Us,Joji,2022-06-25,20,8,Alternative
1655,23684,So Good,Halsey,2022-06-25,16,51,Dance
1656,21748,Rock And A Hard Place,Bailey Zimmerman,2022-06-25,54,10,Country
1657,22051,Run BTS,BTS,2022-06-25,1,73,Asian Music
1658,6005,Distraction,Polo G,2022-06-18,2,39,Pop
1659,25557,Te Felicito,Shakira & Rauw Alejandro,2022-06-18,8,67,Rap/Hip Hop
1660,13670,Insane,Post Malone,2022-06-18,1,62,Electro
1661,12019,I Like You (A Happier Song),Post Malone Featuring Doja Cat,2022-06-18,36,3,Rap/Hip Hop
1662,11519,I Cannot Be (A Sadder Song),Post Malone Featuring Gunna,2022-06-18,1,46,Rap/Hip Hop
1663,16804,Love/Hate Letter To Alcohol,Post Malone Featuring Fleet Foxes,2022-06-18,1,70,Rap/Hip Hop
1664,21490,Reputation,Post Malone,2022-06-18,1,54,Rap/Hip Hop
1665,28752,Vegas,Doja Cat,2022-06-18,30,10,Pop
1666,29116,Wasting Angels,Post Malone Featuring The Kid LAROI,2022-06-18,1,56,Rap/Hip Hop
1667,30787,Wrapped Around Your Finger,Post Malone,2022-06-18,2,47,Pop
1668,7229,Euthanasia,Post Malone,2022-06-18,1,100,Singer & Songwriter
1669,29846,When I'm Alone,Post Malone,2022-06-18,1,97,Rock
1670,15310,Lemon Tree,Post Malone,2022-06-18,1,53,Pop
1671,481,7500 OBO,Tim McGraw,2022-06-11,8,66,Country
1672,15142,Last Night Lonely,Jon Pardi,2022-06-11,20,27,Country
1673,22579,See Wat I'm Sayin,Moneybagg Yo,2022-06-11,3,59,Rap/Hip Hop
1674,22144,Running Up That Hill (A Deal With God),Kate Bush,2022-06-11,40,3,Pop
1675,23457,Sleazy Flow,SleazyWorld Go Featuring Lil Baby,2022-06-11,20,47,Rap/Hip Hop
1676,7527,F.N.F. (Let's Go),Hitkidd & Glorilla,2022-06-11,10,62,Rap/Hip Hop
1677,22908,She Had Me At Heads Carolina,Cole Swindell,2022-06-11,36,16,Country
1678,20756,Potion,"Calvin Harris, Dua Lipa & Young Thug",2022-06-11,3,71,Alternative
1679,30383,Wild Hearts,Keith Urban,2022-06-11,1,97,Country
1680,28196,True Love,Kanye West & XXXTENTACION,2022-06-11,3,22,Pop
1681,24994,Sunroof,Nicky Youre & dazy,2022-06-11,32,4,Pop
1682,5918,Die Young,Sleepy Hallow Featuring 347aidan,2022-06-11,5,60,Pop
1683,28609,Until I Found You,Stephen Sanchez,2022-06-11,41,23,Singer & Songwriter
1684,17343,Matilda,Harry Styles,2022-06-04,4,9,Pop
1685,5614,Daydreaming,Harry Styles,2022-06-04,2,24,Pop
1686,16644,Love Of My Life,Harry Styles,2022-06-04,2,29,Pop
1687,14674,Keep Driving,Harry Styles,2022-06-04,2,25,Pop
1688,22301,Satellite,Harry Styles,2022-06-04,3,21,Pop
1689,11028,Hotel Lobby (Unc And Phew),Quavo & Takeoff,2022-06-04,22,55,Rap/Hip Hop
1690,5618,Daylight,Harry Styles,2022-06-04,4,13,Pop
1691,15756,Like I Love Country Music,Kane Brown,2022-06-04,20,26,Country
1692,9573,Grapejuice,Harry Styles,2022-06-04,3,15,Pop
1693,4557,Cinema,Harry Styles,2022-06-04,2,22,Pop
1694,3456,Boyfriends,Harry Styles,2022-06-04,2,30,Pop
1695,18147,Music For A Sushi Restaurant,Harry Styles,2022-06-04,18,8,Pop
1696,15896,Little Freak,Harry Styles,2022-06-04,3,14,Pop
1697,15166,Late Night Talking,Harry Styles,2022-06-04,24,3,Pop
1698,5347,DFMU,Ella Mai,2022-06-04,4,85,R&B
1699,4988,Cooped Up,Post Malone Featuring Roddy Ricch,2022-05-28,15,12,Rap/Hip Hop
1700,29231,We Cry Together,Kendrick Lamar & Taylour Paige,2022-05-28,2,16,Rap/Hip Hop
1701,21009,Purple Hearts,"Kendrick Lamar, Summer Walker & Ghostface Killah",2022-05-28,1,22,Rap/Hip Hop
1702,23252,Silent Hill,Kendrick Lamar & Kodak Black,2022-05-28,11,7,Rap/Hip Hop
1703,30753,Worldwide Steppers,Kendrick Lamar,2022-05-28,1,19,Rap/Hip Hop
1704,5042,Count Me Out,Kendrick Lamar,2022-05-28,2,20,Rap/Hip Hop
1705,31289,You Proof,Morgan Wallen,2022-05-28,62,5,Country
1706,17985,Mother I Sober,Kendrick Lamar Featuring Beth Gibbons,2022-05-28,1,59,Rap/Hip Hop
1707,28588,United In Grief,Kendrick Lamar,2022-05-28,2,8,Rap/Hip Hop
1708,18087,Mr. Morale,Kendrick Lamar & Tanna Leone,2022-05-28,1,40,Rap/Hip Hop
1709,21564,Rich (Interlude),Kendrick Lamar,2022-05-28,1,33,Rap/Hip Hop
1710,21580,Rich Spirit,Kendrick Lamar,2022-05-28,3,13,Rap/Hip Hop
1711,22390,Savior,"Kendrick Lamar, Baby Keem, & Sam Dew",2022-05-28,2,23,Rock
1712,7724,Father Time,Kendrick Lamar Featuring Sampha,2022-05-28,2,11,Rap/Hip Hop
1713,5214,Crown,Kendrick Lamar,2022-05-28,1,41,Dance
1714,18507,N95,Kendrick Lamar,2022-05-28,6,3,Rap/Hip Hop
1715,1963,Auntie Diaries,Kendrick Lamar,2022-05-28,1,47,Rap/Hip Hop
1716,22391,Savior (Interlude),Kendrick Lamar,2022-05-28,1,51,Rap/Hip Hop
1717,17680,Mirror,Kendrick Lamar,2022-05-28,1,55,Rap/Hip Hop
1718,5913,Die Hard,"Kendrick Lamar, Blxst & Amanda Reifer",2022-05-28,5,5,Rap/Hip Hop
1719,19444,Ojitos Lindos,Bad Bunny & Bomba Estereo,2022-05-21,20,26,Latin Music
1720,5801,Despues de La Playa,Bad Bunny,2022-05-21,20,6,Latin Music
1721,27757,Titi Me Pregunto,Bad Bunny,2022-05-21,30,5,Latin Music
1722,20226,Party,Bad Bunny & Rauw Alejandro,2022-05-21,20,14,R&B
1723,7049,El Apagon,Bad Bunny,2022-05-21,2,54,Latin Music
1724,27552,Thought You Should Know,Morgan Wallen,2022-05-21,52,7,Country
1725,10730,Hold My Hand,Lady Gaga,2022-05-21,10,49,Pop
1726,17406,Me Fui de Vacaciones,Bad Bunny,2022-05-21,2,59,Latin Music
1727,1602,Andrea,Bad Bunny & Buscabulla,2022-05-21,4,51,Latin Music
1728,19948,Otro Atardecer,Bad Bunny & The Marias,2022-05-21,3,49,Latin Music
1729,25541,Tarot,Bad Bunny & Jhay Cortez,2022-05-21,20,18,Latin Music
